id,name,height,date_of_birth
nm0262432,Pavlos Evagelopoulos,,1962-01-15
nm0262561,Betsan Morris Evans,,
nm0262635,Chris Evans,200,1981-06-13
nm0262968,Lee Evans,200,1964-02-25
nm0263099,Nicky Evans,200,1979-04-20
nm0263179,Rodney Evans,,1971
nm0263346,Hal G. Evarts,,1887-08-24
nm0263736,Paul Eves,,
nm0263881,Kayla Ewell,200,1985-08-27
nm0264236,Richard Eyre,,1943-03-28
nm0264776,Valeria Fabrizi,,1936-10-20
nm0265283,Muriel Fahrion,,
nm0265457,Christopher Fairbank,,1953-10-04
nm0265469,Gladys Fairbanks,,1892-04-15
nm0265569,Kaarin Fairfax,,1959-09-30
nm0265620,Kristin Fairlie,200,1983
nm0265670,Frankie Faison,200,1949-06-10
nm0265684,Heidi Maria Faisst,,
nm0265781,Aleksandr Faintsimmer,,1906-12-31
nm0265785,Andrey Fayt,,1903-08-29
nm0265795,Hala Fakher,,1946-06-08
nm0265823,Débora Falabella,200,1979-02-22
nm0266049,João Falcão,,1958-09-20
nm0266077,Sandra Faleiro,200,1972
nm0266411,Dennis Fallon,200,
nm0266723,Daniel Fanego,,1955-03-30
nm0266824,Dakota Fanning,200,1994-02-23
nm0266979,Mehdi Faghih,,
nm0267050,Bita Farahi,200,1957-03-21
nm0267214,Violet Farebrother,,1888-08-22
nm0267237,Abbas Fares,,1902
nm0267241,Fares Fares,200,1973-04-29
nm0267399,Maurício Farias,,1960
nm0267405,Roberto Farias,,1932-03-27
nm0267506,Anna Faris,200,1976-11-29
nm0267511,Sean Faris,200,1982-03-25
nm0267586,Linda Faye Farkas,,
nm0267659,Kevin P. Farley,200,1965-06-08
nm0267674,Patricia Farley,200,1911-08-22
nm0267715,Bahman Farmanara,,1941
nm0267812,Vera Farmiga,200,1973-08-06
nm0267946,Hamid Farokhnezhad,,
nm0267951,Ryszard Faron,,1952-04-18
nm0268006,Derek Farr,,1912-02-07
nm0268007,Diane Farr,200,1969-09-07
nm0268051,Ned Farr,,
nm0268199,Colin Farrell,200,1976-05-31
nm0268320,Richard W. Farrell,,1910-07-10
nm0268543,Dominique Farrugia,,1962-09-02
nm0268626,Nadia Farès,,1968-12-20
nm0268724,Antonello Fassari,,1952-10-04
nm0268818,Ramiz Fataliyev,,1946-06-07
nm0268949,Michel Fau,,1964
nm0268994,Dan Fauci,200,1939-04-13
nm0269208,Jannie Faurschou,,1950-06-10
nm0269383,Marlene Favela,200,1976-08-05
nm0269419,Pierfrancesco Favino,200,1969-08-24
nm0269542,Nat Faxon,,
nm0269682,Safi Faye,,1943-11-22
nm0269751,Adrienne Fazan,,1906-05-09
nm0269800,Erra Fazira,200,1974-02-09
nm0269804,Hosein Amirfazli,,
nm0269967,Scott Featherstone,,
nm0270119,Luciano Federico,,
nm0270143,Slawomir Federowicz,,1967-02-14
nm0270206,Andrey Fedortsov,,1968-08-13
nm0270214,Lidiya Fedoseeva-Shukshina,,1938-09-25
nm0270356,Peter Feeney,200,
nm0270518,Ismael Feichtl,,1973
nm0270546,Halley Feiffer,,1984-11-20
nm0270606,Manuel Feijóo,200,1977-06-27
nm0270625,JJ Feild,200,1978-04-01
nm0270824,Djerdj Fejes,,1927-03-30
nm0270876,Aleksandr Feklistov,200,1955-12-07
nm0270990,Arne Feldhusen,,1971
nm0271127,Tibor Feldman,,1947-04-25
nm0271156,Barbara Feldon,200,1933-03-12
nm0271338,Paul A. Felix,,
nm0271495,Roger Fellous,,1919-01-04
nm0271510,Brent Fellows,,
nm0271657,Tom Felton,200,1987-09-22
nm0272164,Irina Feofanova,,1966-04-18
nm0272173,Colm Feore,200,1958-08-22
nm0272392,Casson Ferguson,,1891-05-29
nm0272677,Sabrina Ferilli,200,1964-06-28
nm0272706,Jodelle Ferland,200,1994-10-09
nm0272889,Nascimento Fernandes,,1881-11-06
nm0273143,Roeland Fernhout,,1972-04-18
nm0273208,Álvaro Fernández Armero,,1969
nm0273332,Jesús Fernández Santos,,1926
nm0273383,Ana Fernández,,1963-05-19
nm0273464,Eduard Fernández,200,1964-08-25
nm0273826,Gillian Ferrabee,,
nm0274008,Stéphane Ferrara,,1956-12-25
nm0274088,Isabella Ferrari,200,1964-03-31
nm0274143,Davide Ferrario,,1956-06-26
nm0274278,António Ferreira,200,1970-12-08
nm0274302,Cândido Ferreira,,
nm0274671,Anna Maria Ferrero,,1934-02-18
nm0274704,Veronica Ferres,200,1965-06-10
nm0275044,Ismaël Ferroukhi,,
nm0275244,Larry Fessenden,,1963-03-23
nm0275360,Edmund Fetting,,1927-11-10
nm0275363,Mouna Fettou,,
nm0275494,Jacques Feyder,,1885-07-21
nm0275693,Mary Fickett,200,1928-05-23
nm0275890,Arabella Field,,1965-02-05
nm0275913,David Field,200,
nm0276169,Tom Holland,200,1943-07-11
nm0276230,Ed Fields,,
nm0276726,Mauricio Figueroa,,
nm0276976,Eleni Filini,200,
nm0277213,Nathan Fillion,200,1971-03-27
nm0277525,Deborah Findlay,,1947
nm0277541,Millie Findlay,,1988-06-01
nm0277593,Billy Fine,,1939-09-09
nm0277867,Peter Finkbeiner,,1942-07-15
nm0278008,Jon Finlayson,,1938-03-23
nm0278125,John Finn,,1952-09-30
nm0278178,Tim Finn,200,1952-06-25
nm0278329,Angela Finocchiaro,,1955-11-20
nm0278740,Anne Firth,,1918-08-01
nm0278796,Mario Fischel,,1958-03-29
nm0279390,Stink Fisher,200,1970-07-30
nm0279702,Miles Fisher,200,1983-06-23
nm0279807,Terence Fisher,,1904-02-23
nm0280143,Lewis Fitz-Gerald,,1958-11-15
nm0280242,Geraldine Fitzgerald,200,1913-11-24
nm0280416,Ian Fitzgibbon,,1962
nm0280489,Tony Fitzpatrick,,
nm0280541,Jim Fitzpatrick,,1959-08-28
nm0280553,Kate Fitzpatrick,200,1947-10-01
nm0280814,Jennifer Flackett,,
nm0280976,David Flamholc,,1974-09-27
nm0281084,Pauline Flanagan,,1925-06-29
nm0281088,Richard Flanagan,,
nm0281107,Tommy Flanagan,200,1965-07-03
nm0281212,Kate Flannery,200,1964-06-10
nm0281284,Barry Flatman,,
nm0281556,Walter Reisch,,1903-05-23
nm0282632,Albert Florath,,1888-12-14
nm0282644,John Florea,,1916-05-28
nm0282936,Rosario Flores,,1963-11-04
nm0283041,Elfriede Florin,,1912-03-26
nm0283200,Kim Flowers,200,
nm0283253,Wendee Lee,,1960-02-20
nm0283337,Marlous Fluitsma,,1946-12-12
nm0283345,Jonathan Flumee,,1984-07-27
nm0283377,Per Fly,,1960-01-14
nm0283512,Judy Flynn,,1963
nm0283744,Madame Fockenberghe,,
nm0283810,Stéphane Foenkinos,,
nm0283815,Maxime Foerste,200,1991-05-13
nm0283901,Vladimir Fogel,,1902
nm0283945,Dan Fogler,200,1976-10-20
nm0284069,Michel Folco,,
nm0284075,Lawrence David Foldes,,1959-11-04
nm0284311,Jan Foll,,1951-03-07
nm0284439,Nikolay Fomenko,,1962-04-30
nm0284451,Andrey Fomin,,
nm0284454,Oleg Fomin,,1962-05-21
nm0284470,Joana Fomm,,1939-09-14
nm0284533,Alex Fong,200,1963-03-17
nm0284724,Anna Fonsou,,1939-07-04
nm0284759,Patricia Font,,1978-01-03
nm0284773,Alisha Fontaine,,
nm0284848,Nathalie Fontaine,,
nm0285120,Claudia Fontán,,1966-10-04
nm0285135,Dolores Fonzi,200,1978-07-19
nm0285379,Maya Forbes,,
nm0285588,Daniel Ford,,
nm0285683,Howard J. Ford,,1973-01-09
nm0285776,Matt Ford,,
nm0285859,Rosemarie Ford,200,1962-03-05
nm0285911,Tracy Ford,,
nm0286044,Jamie Foreman,200,1958-05-25
nm0286225,John Forgeham,200,1941-05-14
nm0286300,Romolo Forlai,,
nm0286319,Michael Forlong,,1912
nm0286331,Chaka Forman,,
nm0286557,Ernesto Foronda,,
nm0286578,José María Forqué,,1923-03-08
nm0286704,William Forrest,200,1902-10-10
nm0286899,Karl-Axel Forssberg,,1905-03-14
nm0286975,Marc Forster,200,1969-11-30
nm0287156,Iaia Forte,,1962-03-16
nm0287168,Marlene Forte,200,
nm0287800,Evelyn Foster,,1913-05-30
nm0287837,Harvey Shain,,
nm0287988,Norman Foster,200,1903-12-13
nm0288031,Ron Foster,200,1930-02-19
nm0288204,Ahmed Fouad Selim,,1957-02-06
nm0288651,Andy Fowler,,
nm0288830,Douglas Fowley,200,1911-05-30
nm0288978,Erica Fox,,
nm0289038,James Fox,200,1939-05-19
nm0289118,Liam Fox,,1970-06-02
nm0289247,Sean Fox,,1979-04-26
nm0289257,Sonny Fox,,1925-06-17
nm0289544,Carlos Jorge Fraga,,
nm0289545,Denise Fraga,,1965-10-15
nm0289661,Christopher Frainza,,
nm0289665,Raúl Fraire,,1932-06-12
nm0289758,Hollis Frampton,,1936-03-11
nm0289856,Guillermo Francella,200,1955-02-14
nm0289858,Victor Francen,,1888-08-05
nm0289899,Adriana Franceschi,,
nm0290039,Armando Francioli,,1919-10-21
nm0290075,Andrew Francis,,1985-05-27
nm0290120,Connie Francis,200,1938-12-12
nm0290179,Ivor Francis,200,1918-10-26
nm0290240,Margot Francis,,
nm0290310,Ryan Francis,200,1977-01-08
nm0290420,Carole Franck,,
nm0290616,Moacyr Franco,,1936-10-05
nm0290839,Astrid Frank,,1945-08-09
nm0290921,Ellen Frank,,1904-03-09
nm0291035,Melvin Frank,,1913-08-13
nm0291387,Chester M. Franklin,,1890-09-01
nm0291404,Diane Franklin,200,1962-02-11
nm0291694,Tanya Franks,,1967-08-16
nm0291746,Stig Fransman,,1934-05-30
nm0291814,Jean Franval,,1926-11-07
nm0291829,Eduard Franz,,1902-10-31
nm0291979,Jacques François,,1920-05-16
nm0292182,Laura Fraser,200,1976-07-24
nm0292419,James Frawley,,1936-09-29
nm0292483,Stanley Frazen,,1919-08-15
nm0293097,Alan Freed,,1921-12-15
nm0293113,Herb Freed,,
nm0293272,Al Freeman Jr.,,1931-03-21
nm0293342,Crispin Freeman,200,1972-02-09
nm0293360,Dee Freeman,,
nm0293550,Paul Freeman,200,1943-01-18
nm0293570,Robert Freeman,,1936
nm0293901,Hayo Freitag,,1950-11-19
nm0294094,Harold French,200,1900-04-23
nm0294243,Charles Frend,,1909-11-21
nm0294279,Yan Frenkel,,1920-11-21
nm0294405,Paolo Fresu,,1961-02-10
nm0294537,Barbara Frey,200,1941-11-17
nm0294892,Gertrud Fridh,,1921-11-26
nm0295133,Adam Friedman,,
nm0295383,Tal Friedman,,1963-12-20
nm0295484,Anna Friel,200,1976-07-12
nm0295704,Gustavo Frigerio,,
nm0295740,Jarl Friis-Mikkelsen,200,1951-12-01
nm0296142,Björn Jörundur Friðbjörnsson,,1970-10-11
nm0296219,Joanne Froggatt,200,1980-08-23
nm0296389,Piotr Fronczewski,200,1946-06-08
nm0296485,David Frost,,
nm0296528,Kid Frost,,1964-05-31
nm0296545,Nick Frost,200,1972-03-28
nm0296707,Adrian Frutiger,,1971-01-30
nm0297048,Peter Frödin,200,1964-01-07
nm0297103,Jessica Früh,200,1957
nm0297182,Carol Fuchs,,
nm0297443,Mariola Fuentes,,1970
nm0297557,John Fugelsang,200,1969-09-03
nm0297670,Sumiko Fuji,,1945-12-01
nm0297686,Tatsuya Fuji,200,1941-08-27
nm0297783,Yuka Fujimoto,,1985
nm0297789,Shunji Fujimura,,1934-12-08
nm0297847,Toshiko Fujita,200,1950-04-05
nm0297859,Miki Fujitani,200,1973-09-15
nm0297873,Keiji Fujiwara,200,1964-10-05
nm0297880,Norika Fujiwara,200,1971-06-28
nm0297938,Eri Fukatsu,200,1973-01-11
nm0297954,Kazue Fukiishi,200,1982-09-28
nm0297976,Kazuko Fukuda,,
nm0298158,Adrian Fulle,200,1972-04-25
nm0298221,Drew Fuller,200,1980-05-19
nm0298297,Marcus Dean Fuller,200,1973-04-07
nm0298502,James Westmoreland,,1935-11-25
nm0298687,Sai Hung Fung,,
nm0298807,Antoine Fuqua,200,1965-05-30
nm0298928,Rate Furlan,,1911-03-09
nm0299078,Joaquín Furriel,200,1974-08-26
nm0299192,Toshio Furukawa,200,1946-07-16
nm0299228,Tôru Furuya,200,1953-07-31
nm0299479,Mac Fyfe,,
nm0299540,Zoya Fyodorova,,1907-12-21
nm0299586,Zoltán Fábri,,1917-10-15
nm0299786,Dezsõ Füller,,
nm0299797,René Fülöp-Miller,,1891-03-17
nm0299811,Benno Fürmann,200,1972-01-17
nm0299924,Sasson Gabai,,1947-11-24
nm0299998,Edoardo Gabbriellini,,1975-07-16
nm0300014,Scilla Gabel,200,1938-01-04
nm0300277,Ron Gabriel,,
nm0301073,Ronald de Gagné,,
nm0301178,Max Gail,200,1943-04-05
nm0301348,Richard Gaines,,1904-07-23
nm0301381,Courtney Gains,200,1965-08-22
nm0301426,Vladimir Gaitan,200,1947-02-02
nm0301515,Janusz Gajos,200,1939-09-23
nm0301575,A. Galak,,
nm0301735,Cristián Galaz,,
nm0301785,Cristina Galbó,,1950-01-17
nm0301834,David Gale,200,1936-10-02
nm0301835,David Gale,,
nm0302020,Jean-Marie Galey,,1947-07-06
nm0302058,Manuel Galiana,,1941-03-09
nm0302122,Carmen Galin,,1946-03-14
nm0302278,Andrea Gall,,
nm0302330,John Gallagher Jr.,200,1984-06-17
nm0302339,Bill Gallagher,,
nm0302345,Bronagh Gallagher,200,1972
nm0302615,José Gallardo,,
nm0302639,Claudio Gallardou,,
nm0302961,Robert Gallinowski,200,1969
nm0303013,Carla Gallo,200,1975-06-24
nm0303032,George Gallo,,1956
nm0303334,Vilen Galstyan,,
nm0303516,Joni Galvão,,
nm0303574,Mapi Galán,,1962
nm0303659,Efraín Gamba Martínez,,
nm0303792,Julian Gamble,,
nm0304027,Ken Gampu,,1929-08-28
nm0304103,Sylvie Gance,,1902-03-10
nm0304168,James Gandia,,
nm0304345,Rupa Ganguly,200,1966-11-25
nm0304514,Richard Ganoung,,1958-07-18
nm0304521,Christophe Gans,,1960-03-11
nm0304541,Dennis Gansel,,1973-10-04
nm0304644,Peter Gantzler,200,1958-09-28
nm0304681,Alvin Ganzer,,1911-08-27
nm0305054,José Luis Garci,,1944-01-20
nm0305132,Bruno Garcia,200,1970-11-29
nm0305296,José Garcia,200,1966-03-17
nm0305331,Léa Garcia,,1933-03-11
nm0305488,Henri Garcin,,1929-04-11
nm0305531,José Luis García Agraz,,
nm0305558,Gael García Bernal,200,1978-11-30
nm0305729,Isabel García Lorca,,1967
nm0305817,Alejo García Pintos,,1967-02-04
nm0305857,Celeste García Satur,,
nm0306201,Jorge Garcia,200,1973-04-28
nm0306622,Marcela Mar,200,1979-03-16
nm0306677,Monique Gardenberg,,1958-07-27
nm0306698,Max Gardens,,
nm0306747,Ed Gardiner,,
nm0306949,Herb Gardner,,1934-12-28
nm0306967,Jan Broberg,200,1962-07-31
nm0306991,John Gardner,,1933-07-21
nm0307147,Éva Gárdos,,1950
nm0307231,Simi Garewal,200,1947-10-17
nm0307842,Christiane Garnier,,
nm0307998,James Garrard,,
nm0308211,Stephen Garrett,,
nm0308236,Fabio Garriba,,1944-11-13
nm0308241,Barbara Garrick,200,1965-12-03
nm0308376,Mick Garris,,1951-12-04
nm0308606,Willie Garson,200,1964-02-20
nm0309057,Brian Gascoigne,,1943-06-16
nm0309160,Giorgio Gaslini,,1929-10-22
nm0309348,Alessandro Gassmann,200,1965-02-24
nm0309370,Marc Gassot,200,1971-12-28
nm0309404,Johanna Gastdorf,200,1959
nm0309467,Robert Gaston,200,1967-12-08
nm0309510,Marina Gatell,,1979-07-11
nm0309755,Mario Gattari,,
nm0309839,Francisco Gattorno,200,1964-10-12
nm0310248,Dan Gauthier,,1963-12-02
nm0310390,David Gautreaux,,1951-06-28
nm0310459,Luisa Gavasa,,1951
nm0310511,Francisca Gavilán,200,1973-06-27
nm0311125,Raul Gazolla,200,1955-08-07
nm0311212,You Ge,,1957-04-19
nm0311270,Anthony Geary,200,1947-05-29
nm0311508,Jeffrey Lau,,
nm0311668,Ron Geesin,,1943-12-17
nm0311708,Deborah Geffner,200,1952-08-26
nm0311957,Mona Geijer-Falkner,,1887-01-02
nm0312064,Anna Geislerová,200,1976-04-17
nm0312386,Joyce Geller,,
nm0312889,James Genn,,1972
nm0313040,Dominique Gentil,,
nm0313064,Diego Gentile,,
nm0313177,Roger Gentry,,1934-10-25
nm0313227,Henrik Ruben Genz,,1959-11-07
nm0313232,Carrie Genzel,200,1971-09-18
nm0313464,Jason George,,1972-02-09
nm0313483,Jon George,,
nm0313665,Chris Georges,,
nm0313709,Dejan Georgevich,,
nm0313746,Maria Georgiadou,,
nm0313788,Christos Georgiou,,1966
nm0313794,Georgiy Georgiu,,1915-08-26
nm0314269,Szabolcs Gergely,,
nm0314351,Marion Gering,,1901-06-09
nm0314438,Anna Germ,,
nm0314543,Gaia Germani,,1942-08-30
nm0314554,Elio Germano,200,1980-09-25
nm0314671,Clyde Geronimi,,1901-06-12
nm0314713,Lisa Gerrard,200,1961-04-12
nm0314927,Alexandra Gersten,,1959-04-27
nm0314980,Andrés Gertrúdix,,1977-02-04
nm0315195,Károly Gesztesi,200,1963-04-16
nm0315376,Joy Gewalt,,
nm0315646,Zora Gheorgieva,,
nm0315784,Maximiliano Ghione,,1973-05-17
nm0315850,Hassan Gholizadeh,,
nm0316074,Marco Giallini,200,1963-04-04
nm0316170,Diego Gianesini,,
nm0316282,Ettore Giannini,,1912-12-15
nm0316284,Giancarlo Giannini,200,1942-08-01
nm0316324,Claudia Giannotti,,1937-02-19
nm0316473,Susana Gibb,,
nm0316596,Sanford Gibbons,,1933-09-05
nm0316977,Gerry Gibson,,
nm0317368,Adam Gierasch,,
nm0317560,Elaine Giftos,,1945-01-24
nm0317561,Fabrizio Gifuni,,1966-07-16
nm0317637,Sandro Giglio,,1900-05-09
nm0317725,Ariadna Gil,200,1969-01-23
nm0317770,Geno Gil,,
nm0317884,Antonio Gil,,
nm0318446,David Giles,,
nm0318622,Avtar Gill,,
nm0318623,Aya Gill,,
nm0318680,Jenee Gill,,
nm0319069,William Gillette,,
nm0319096,Burton Gilliam,,1938-08-09
nm0319121,Seth Gilliam,200,1968-11-05
nm0319149,Penelope Gilliatt,,1932-03-25
nm0319159,Jean Gillie,,1915-10-14
nm0319164,Andrew Gillies,,
nm0319179,Jacques Gillies,,1920-03-16
nm0319462,Sam Gilman,,1915-02-05
nm0319739,Clarence Gilyard Jr.,200,1955-12-24
nm0319772,Daniel Gimelberg,,
nm0320113,Milton Moses Ginsberg,,1943
nm0320234,Bruno Gunn,,1968-11-08
nm0320285,Marco Tullio Giordana,,1950-10-01
nm0320321,Daniela Giordano,,1946-11-07
nm0320481,Arnaud Giovaninetti,,1967-07-03
nm0320547,Carmine Giovinazzo,200,1973-08-24
nm0320721,Rémy Girard,,1950-08-10
nm0320748,Nicolae Girardi,,1931-12-10
nm0320759,Ana Girardot,200,
nm0320760,Annie Girardot,200,1931-10-25
nm0320762,Hippolyte Girardot,,1955-10-10
nm0320801,Roland Giraud,,1942-02-14
nm0320880,Giri Babu,,
nm0320988,Massimo Girotti,,1918-05-18
nm0321363,Tudor Giurgiu,,1972-06-20
nm0321407,Carlo Giustini,,1923-05-04
nm0321460,Daniel Richard Giverin,,
nm0321569,Emil Glad,,1929-06-25
nm0321821,Etienne Glaser,,1937-09-18
nm0321874,Gil Glasgow,,1953-07-18
nm0321894,Matthias Glasner,,1965-01-20
nm0322137,Britta Glatzeder,,
nm0322182,Matthew Glave,200,1963-08-19
nm0322331,Michie Gleason,,
nm0322407,Brendan Gleeson,200,1955-03-29
nm0322539,Jonathan Glendening,,
nm0322572,Amélie Glenn,,1984-12-17
nm0323102,Charles Glover,,
nm0323219,Cellin Gluck,,
nm0323304,Donald F. Glut,,1944-02-19
nm0323483,Luis Gnecco,,1962-12-12
nm0323558,Krisztina Goda,,1970-03-28
nm0324085,Noémie Godin-Vigneau,200,1975-10-25
nm0324134,Adam Godley,200,1964-07-22
nm0324195,Valentina Godoy,,
nm0324203,Vanda Godsell,200,1922-11-17
nm0324233,Michael Godere,,1976-03-12
nm0324501,Carl Goetz,,
nm0324658,Walton Goggins,200,1971-11-10
nm0324766,Alejandro Goic,,1957-09-11
nm0324768,Enrique Goicoechea,,
nm0324872,Ishai Golan,,1973-11-22
nm0325097,Tracey Gold,200,1969-05-16
nm0325234,Jerry Goldberg,,1962-10-31
nm0325476,Murray Golden,,1912-10-24
nm0325943,Diane Ayala Goldner,200,1956-09-01
nm0325975,Danny Goldring,200,
nm0326040,Akiva Goldsman,,1962-07-07
nm0326350,Robert A. Goldston,,1928-11-02
nm0326533,Daniel Golka,,
nm0326659,Marina Golovine,,
nm0326731,Mariya Golubkina,,1973-09-22
nm0326791,Nappon Gomarachun,,
nm0327041,Laura Gómez,,1979
nm0327404,Petrônio Gontijo,,1968-07-05
nm0327764,Nicholas Gonzalez,200,1976-01-03
nm0327779,Rick Gonzalez,200,1979-06-30
nm0327818,Norberto Gonzalo,,
nm0327877,Tiffany Gonzáles,,
nm0328453,Ricardo González,,
nm0328709,Meagan Good,200,1981-08-08
nm0328806,Conrad Goode,200,1962-01-09
nm0328828,Matthew Goode,200,1978-04-03
nm0328849,Gregory Goodell,,
nm0329361,Barbara Goodson,200,1949-08-16
nm0329517,Michael Goodwin,200,
nm0329665,Carry Goossens,,1953-01-19
nm0329697,M.R. Gopakumar,,
nm0329828,David Gorcey,,1921-02-06
nm0329981,Andrea Gordon,,
nm0330108,Dan Gordon,,
nm0330353,Julie Gordon,,
nm0330360,Keith Gordon,200,1961-02-03
nm0330574,Roy Gordon,,1884-10-18
nm0330848,Claude Goretta,,1929-06-23
nm0331240,Mark Goronok,,1973-11-17
nm0331289,Alan Gorrie,,1946-07-19
nm0331443,Jeremy Gosch,,
nm0331577,Luke Goss,200,1968-09-29
nm0331602,Job Gosschalk,200,1967-09-07
nm0331788,Michael Gothard,200,1939-06-24
nm0331995,Marius Gottlieb,,1989-05-29
nm0332235,Orlando Gough,,
nm0332267,Guillaume Gouix,200,1983-11-30
nm0332283,Beth Goulart,,1961-01-25
nm0332517,William Gould,,1886-05-02
nm0332709,Olivier Gourmet,,1963-07-22
nm0332871,Govinda,200,1963-12-21
nm0333275,Andrzej Grabowski,200,1952-03-15
nm0333410,Topher Grace,200,1978-07-12
nm0333503,Natasa Barbara Gracner,,1969-03-01
nm0333592,Ed Grady,,1923-08-31
nm0333605,Kevin Grady,,
nm0333690,Anne Graf,,
nm0333763,Judy Grafe,200,
nm0333804,Todd Graff,,1959-10-22
nm0333983,Curtis Graham,,
nm0334198,Marcus Graham,,1963-10-11
nm0334324,Stuart Graham,200,1967
nm0334375,Margot Grahame,200,1911-02-20
nm0334561,Spencer Grammer,200,1983-10-09
nm0334882,Darío Grandinetti,200,1959-03-05
nm0334924,Patrick Grandperret,,1946-10-24
nm0335073,Philip Granger,,
nm0335192,Andrea Grano,,
nm0335266,Astrid Grant,,
nm0335337,Darren Grant,,
nm0335394,Frances Grant,200,1909-02-15
nm0335653,Stanley Grant,,
nm0335749,Charlotte Granville,,
nm0335844,Brad Grass,,
nm0335861,Vincent Grass,200,1949-01-09
nm0336161,Regula Grauwiller,200,1970-12-10
nm0336232,Steve Gravers,,1922-04-08
nm0336335,Peter Graves,200,1926-03-18
nm0336336,Peter Graves,,1911-10-21
nm0336380,Fernand Gravey,200,1905-12-25
nm0336576,Dolores Gray,,1924-06-07
nm0336620,F. Gary Gray,200,1969-07-17
nm0336644,Gary LeRoi Gray,200,1987-02-12
nm0336675,Harold Gray,,1894-01-20
nm0336693,Jacque Gray,,
nm0336981,Timothy Gray,,
nm0337220,Paolo Graziosi,,1940-01-25
nm0337299,The Great Outdoors,,
nm0337390,Vita Grebneva,,
nm0337416,José Greci,,1940-01-10
nm0337439,Cosetta Greco,,1930-10-08
nm0337682,Calvin Green,,
nm0337872,Gilbert Green,,1914-01-01
nm0337894,Harry Green,200,1892-04-01
nm0338191,Mitzi Green,,1920-10-22
nm0338381,Tom Green,200,1971-07-30
nm0338628,William R. Greenblatt,,
nm0338664,Angela Greene,,1921-02-24
nm0338746,Ellen Greene,200,1951-02-22
nm0338831,Kim Morgan Greene,200,1960
nm0338872,Michele Greene,200,1962-02-13
nm0339175,Bud Greenspan,,1926-09-18
nm0339304,Bruce Greenwood,200,1956-08-12
nm0339405,Walter Greenwood,,1903-12-17
nm0339460,Judy Greer,200,1975-07-20
nm0339669,Nora Gregor,200,1901-02-03
nm0339713,Eduardo de Gregorio,,1942-09-12
nm0339911,Nick Gregory,200,
nm0340029,Tjardus Greidanus,,
nm0340128,Kostas Grekas,,
nm0340139,Axelle Cummings,200,
nm0340205,Joyce Grenfell,,1910-02-10
nm0340436,Kevin Greutert,200,1965-03-31
nm0340894,Sergio Grieco,,1917-01-13
nm0340952,Roosevelt Grier,200,1932-07-14
nm0340973,Jon Gries,200,1957-06-17
nm0341055,Joe Grifasi,200,1944-06-14
nm0341097,Simone Griffeth,200,1950-04-04
nm0341240,Joseph Griffin,,1963-08-16
nm0341351,Robert Griffin,,1902-07-31
nm0341431,Andy Griffith,200,1926-06-01
nm0341540,Jill Griffith,,
nm0341615,Tracy Griffith,,1965-10-19
nm0341673,Fred Griffiths,,1912-03-08
nm0341737,Rachel Griffiths,200,1968-12-18
nm0341948,Elena Morozova,,1973-05-15
nm0342029,Frank Grillo,200,1965-06-08
nm0342106,Dan Grimaldi,200,
nm0342242,Stephen B. Grimes,,1927-04-18
nm0342541,Antonio Grisanti,,
nm0343045,Leonid Gromov,,1963-05-06
nm0343082,Marc-André Grondin,200,1984-03-11
nm0343149,Jim Groom,,
nm0343185,Wolfgang Groos,,1968-04-22
nm0343306,Mathilde Grosjean,,
nm0343391,Jeff Gross,,
nm0343444,Mary Gross,200,1953-03-25
nm0343447,Michael Gross,200,1947-06-21
nm0343557,Arthur Grosser,,
nm0343873,Oliver Grothoff,,
nm0344010,Deborah Grover,,
nm0344190,Eileen Grubba,200,
